Admitted_at,# admissions,rolling mean,std,residual,rolling std,anomaliesW,anomaliesBIW,anomaliesM
2017-01-01,1.0,3.6,-2.6,2.187365106691289,3.5304390661785976,,,
2017-01-08,1.0,3.5,-2.5,2.187365106691289,3.617565172568116,,,
2017-01-11,,,,,,,,
2017-01-15,5.0,3.9,1.1,2.187365106691289,3.6047653645325295,,,
2017-01-22,5.0,3.2,1.7999999999999998,2.187365106691289,2.2275048322681115,,,
2017-01-26,,,,,,,,
2017-01-29,1.0,2.8,-1.7999999999999998,2.187365106691289,2.1512012148254924,,,
2017-01-31,,,,,,,,
2017-02-05,8.0,2.9,5.1,2.187365106691289,2.5914388967435764,,,
2017-02-10,,,,,,,,
2017-02-12,6.0,3.3,2.7,2.187365106691289,2.757696301061612,,,
2017-02-19,6.0,3.7,2.3,2.187365106691289,2.7788886667555124,,,
2017-02-25,,,,,,,20.0,
2017-02-26,3.0,3.9,-0.8999999999999999,2.187365106691289,2.567662144614999,,,
2017-02-28,,,,,,,,
2017-03-05,13.0,4.9,8.1,2.187365106691289,3.4644383864247517,13.0,,
2017-03-12,7.0,5.5,1.5,2.187365106691289,3.1784692332421076,,,
2017-03-19,6.0,6.0,0.0,2.187365106691289,2.893460058668707,,,
2017-03-26,5.0,6.0,-1.0,2.187365106691289,3.037835486731375,,,
2017-03-27,,,,,,,,
2017-03-31,,,,,,,,35.0
2017-04-02,7.0,6.2,0.7999999999999998,2.187365106691289,3.053522555999874,,,
2017-04-09,10.0,7.1,2.9000000000000004,2.187365106691289,2.810397362177338,,,
2017-04-11,,,,,,,,
2017-04-16,9.0,7.2,1.7999999999999998,2.187365106691289,2.6122786987609126,,,
2017-04-23,9.0,7.5,1.5,2.187365106691289,2.5948667274704764,,,
2017-04-26,,,,,,,,
2017-04-30,10.0,7.9,2.0999999999999996,2.187365106691289,2.590495448107692,,,39.0
2017-05-07,6.0,8.2,-2.1999999999999993,2.187365106691289,2.761340254296816,,,
2017-05-11,,,,,,,24.0,
2017-05-14,9.0,7.8,1.2000000000000002,2.187365106691289,1.530577233159658,,,
2017-05-21,8.0,7.9,0.09999999999999964,2.187365106691289,1.5295605759680013,,,
2017-05-26,,,,,,,,
2017-05-28,13.0,8.6,4.4,2.187365106691289,1.8898559615895503,13.0,,
2017-05-31,,,,,,,,
2017-06-04,3.0,8.4,-5.4,2.187365106691289,2.760354244577236,,,
2017-06-10,,,,,,,,
2017-06-11,6.0,8.3,-2.3000000000000007,2.187365106691289,2.9198363728888053,,,
2017-06-18,4.0,7.7,-3.7,2.187365106691289,3.0380000731475394,,,
2017-06-25,5.0,7.3,-2.3,2.187365106691289,3.00710270304602,,,
2017-06-30,,,,,,,,
2017-07-02,2.0,6.6,-4.6,2.187365106691289,3.1361866441056527,,,
